#Elem Ion   Wave   a1(dT)         a1goodness      a2(dT^2)       a2goodness     b1(dlogg)        b1goodness       b2(dlogg^2)    b2goodness      c1(dFe_H)      c1goodness	 c2(dFe_H^2)    c2goodness       d1(mixed)           d1goodness	          off            offgoodness   EW_std
Sc    2     5668.7 -0.059180307196 0.003739413417 0.000005556988 0.000000322678 -32.938914869961 4.718759813774 5.094471812565 0.559457416415 -43.247142509441 3.725451778771 -10.213332047845 0.605099040491 75708.532500654925 21290.998617045378 202.196826562442 12.668480331272 0.718332026908
Sc    2     5670.6 -0.090516106305 0.004240720864 0.000007596837 0.000000365936 -2.362372401138 5.351324472393 1.781878133596 0.634454432705 -74.953553041042 4.224883716387 -4.461167404910 0.686219299972 326181.482518847683 24145.256260019003 244.322681707315 14.366766814629 0.814631399698
#Sc    1     5673.3 0.168789219840 0.003443109578 -0.000013259962 0.000000297109 -24.776141727400 4.344859123438 3.034905996735 0.515127666343 76.895971794909 3.430251842592 -12.253883210753 0.557151953828 -540361.866036458290 19603.927709865828 -482.874444386224 11.664658029279 0.661412403721
#Sc    2     5685.7 -0.131721018142 0.003632399043 0.000011621855 0.000000313443 -48.166158964418 4.583713570342 7.093021346666 0.543446307922 -84.043315094887 3.618835305750 -4.633962309228 0.587782136239 336580.267063671199 20681.684457105352 446.622115216439 12.305926474859 0.697774674065
Sc    2     6606.4 -0.076438245531 0.003103016963 0.000006908633 0.000000267762 -2.110542336545 3.915674031156 1.292564766210 0.464243346163 -24.401717275102 3.091427129462 -4.897933372627 0.502118392971 41635.309668429058 17667.541083362121 194.996510755223 10.512410959934 0.596080906367
Si    1     5667.1 -0.093259556127 0.003831757047 0.000008714108 0.000000330646 -73.761739835086 4.835285940776 9.216238538949 0.573272782899 -6.990617068933 3.817447220863 -7.705069347941 0.620041610390 -84055.926279707171 21816.752889011088 394.145625163875 12.981314093375 0.736070767993
#Si    1     5686.0 -0.166227189030 0.004011801396 0.000014852376 0.000000346182 -71.154794854001 5.062481949094 9.580249483700 0.600209225625 -82.111470119807 3.996825861049 -4.909561354060 0.649177222484 291989.164968865982 22841.903497458770 591.640815169928 13.591288872764 0.770656876101
Si    1     5692.0 -0.117377542435 0.003414019653 0.000010673822 0.000000294599 -71.081437619073 4.308144830523 8.825703176918 0.510774803639 -38.132576362065 3.401272546254 -4.353583428378 0.552445077208 90529.452671927735 19438.310392934683 463.045702053769 11.566098710776 0.655824859824
#Si    1     5702.6 -0.033713298097 0.002504497334 0.000003463635 0.000000216116 -49.566776503743 3.160416748092 6.219056207312 0.374699856968 -41.999404623353 2.495144816126 -5.772994956315 0.405268664851 111116.765512866099 14259.780601464601 177.353654358426 8.484793156344 0.481107178401
#Si    1     5755.2 -0.062546791487 0.004163756090 0.000006051318 0.000000359295 -95.598292605770 5.254241097187 11.816154212396 0.622944217986 -29.368031557690 4.148216911937 -14.439688184016 0.673765638520 -36781.406087666313 23707.106600565818 350.953805880058 14.106086668500 0.799847569286
Si    1     5773.7 -0.108161698680 0.003935390294 0.000010024917 0.000000339589 -90.775259640313 4.966063327058 11.297133320589 0.588777790888 -32.595030083885 3.920685524878 -8.890230923799 0.636810471111 19825.934799716993 22406.765152405496 470.291879848238 13.332413928307 0.755978763240
Si    1     5794.6 -0.084332661423 0.003255980303 0.000007578438 0.000000280962 -75.036810422422 4.108712278460 9.462540388675 0.487130013464 -48.643168645395 3.243820841504 -8.485084144910 0.526870963358 138344.729513714876 18538.472725699878 381.211359440004 11.030686970261 0.625465082896
#Si    1     6529.0 -0.108956581210 0.004036052815 0.000009692353 0.000000348275 -86.565692418098 5.093086250888 10.835128709735 0.603837672318 -39.752675366678 4.020986292969 -13.555820585089 0.653100293395 63251.184009559220 22979.981158533712 477.570838601997 13.673440990900 0.775315334453
Si    1     7852.1 -0.157946395563 0.004512442788 0.000013842149 0.000000389383 -133.364961778334 5.694237973092 16.349857199633 0.675110392245 -52.283623528141 4.495595155101 -17.331466574140 0.730187386941 94754.708915300027 25692.378253039980 721.221181890177 15.287360283872 0.866828547337
#Ti    1     4723.9 0.225649372996 0.002378131424 -0.000017711040 0.000000205211 -17.168058770247 3.000962977558 2.029632957116 0.355795006080 72.684086272282 2.369253366492 -10.747225505123 0.384821344761 -512129.137585659511 13540.309107008650 -676.518239853236 8.056703727805 0.456833175342
Ti    1     4759.4 0.039366010180 0.002535626950 -0.000001895905 0.000000218802 -24.692373214031 3.199702122965 2.964667805796 0.379357536287 -20.172284565929 2.526158771667 -3.101329510310 0.410306291534 37097.634163288865 14437.025654967914 -112.929293277075 8.590255479222 0.487087474191
Ti    1     4760.6 0.042487122733 0.002890407790 -0.000002209139 0.000000249416 -16.070249138197 3.647398516812 1.907890308291 0.432436539824 -30.334602652878 2.879612692768 -2.898472906518 0.467715637927 103734.027933337857 16457.018635124816 -137.970838247540 9.792189303827 0.555239817707
Ti    2     4765.8 -0.020486376529 0.003804515645 0.000002595501 0.000000328295 -24.774404002627 4.800909499657 4.158496268819 0.569197110277 -6.469446941377 3.790308693394 -9.295141509317 0.615633396593 -153141.478117579711 21661.656614378473 59.054453675798 12.889032939381 0.730837752873
#Ti    1     4779.5 0.105756592168 0.001592732260 -0.000008050681 0.000000137438 -23.169483966209 2.009862707574 2.780005681959 0.238289858386 40.914082170851 1.586784812796 -8.403462790108 0.257730438177 -301391.031294695742 9068.492517772809 -294.753309876928 5.395895613868 0.305959793660
#Ti    2     4781.3 -0.061159163183 0.003554447213 0.000005076436 0.000000306717 50.183922603476 4.485348046514 -4.842320187871 0.531784064689 -17.139682350433 3.541172324676 -0.657463376788 0.575167976445 17594.051189462341 20237.839215024695 55.179203686794 12.041843770269 0.682799878634
Ti    2     4799.8 -0.041495775244 0.004392919710 0.000004954813 0.000000379069 10.626734667047 5.543412183999 0.082393139466 0.657228414364 -26.115491130409 4.376515746734 -0.461705172095 0.710846503876 -25369.778595831271 25011.836437232436 25.211914931449 14.882418296982 0.843868312926
Ti    1     4821.7 0.085123590629 0.003061539380 -0.000005451113 0.000000264181 -0.017871516865 3.865192721604 0.202286334034 0.458273100688 3.439579474002 3.049823590472 -2.841567425678 0.495416956256 -106828.625599578823 17429.771139683617 -314.306340769039 10.371391525935 0.588057794971
Ti    1     4842.2 0.013736640323 0.003210175513 0.000000879422 0.000000277009 -16.456129462633 4.050912514227 2.022342924554 0.480277264619 -39.118745097433 3.198189452663 -7.232155546825 0.519459410343 98668.163049862298 18277.688590150046 -76.490837978402 10.875515722319 0.616666594220
Ti    2     4850.5 -0.087429780601 0.005242910918 0.000008754912 0.000000452416 -13.960939287115 6.616002065841 2.809803175908 0.784394941069 10.468085259678 5.223334826573 -4.652494705068 0.848388619869 -232691.551784029871 29851.417822319316 219.384508292341 17.762018209869 1.007149454745
Ti    2     4866.9 -0.116029190562 0.003456055421 0.000009650366 0.000000298227 -6.399609500820 4.361086772255 1.944816062452 0.517051651631 -12.146946709771 3.443176143190 -1.032327736990 0.559241239039 2046.721243988556 19677.814800681881 339.077728848733 11.708483958019 0.663883772679
Ti    2     4875.3 -0.086657324562 0.004496479207 0.000007092450 0.000000388006 14.586569511390 5.674106820379 -0.556243878338 0.672723584574 -53.923944416831 4.479686348380 4.814195085571 0.727603939023 240257.440329597914 25601.457748075642 208.944792429093 15.233268209539 0.863761389051
#Ti    1     5691.0 0.119954744891 0.002120452335 -0.000009241212 0.000000182976 -24.684657009152 2.675793576824 2.882594381960 0.317242793911 56.907137270810 2.112535264843 -8.585849652783 0.343124256622 -394755.689172694925 12073.162815478870 -333.062362522519 7.183717939841 0.407333585103
#Ti    1     5741.0 0.102755850932 0.001836067700 -0.000008018015 0.000000158436 -17.286277144703 2.316932574472 2.084648550629 0.274696146328 43.766710661900 1.829211644234 -5.894080002109 0.297106095747 -297365.616569486447 10453.965183937768 -290.045414273673 6.220275309377 0.352703921044
#Ti    1     5767.9 0.064864552895 0.001425166397 -0.000004980193 0.000000122979 -12.753111366423 1.798415927422 1.513160978890 0.213220667701 35.462588218080 1.419846097357 -5.231461604433 0.230615648220 -251012.965674969542 8114.436206375583 -181.847783661280 4.828221035607 0.273770945286
#Ti    1     6600.9 0.178600866634 0.002610389725 -0.000014202347 0.000000225253 -9.433638166302 3.294058203753 1.100904786242 0.390544458690 57.817694466065 2.600641811605 -7.172202144226 0.422403957936 -393946.669446602056 14862.696802596394 -537.735867166893 8.843549508388 0.501448752767
#Ti    2     6608.8 -0.018763267903 0.002515446154 0.000001791708 0.000000217060 -10.555319660151 3.174238823102 1.740850099330 0.376338596414 -3.230678027049 2.506052994663 -5.673349775202 0.407040994868 -35318.673251901695 14322.120492763699 61.487561375550 8.521893536314 0.483211078713
UL    3     4745.7 -0.068349379136 0.002724935563 0.000006653909 0.000000235137 -71.284212979308 3.438585080339 8.332985782130 0.407679565828 5.317148642204 2.714763821637 -6.340274473813 0.440938784749 -242751.959825896687 15514.906207546232 325.539401695096 9.231593235148 0.523452504875
UL    3     4749.4 -0.071055137569 0.002872354700 0.000006899757 0.000000247858 -83.101022626824 3.624619219886 9.767468696704 0.429735821663 -12.850751260442 2.861627506864 -8.230544590994 0.464794432518 -157141.946640851063 16354.233042387099 356.943508787094 9.731033947152 0.551771819079
UL    3     4765.2 -0.116581446858 0.003428555365 0.000010998423 0.000000295853 -13.759829448468 4.326498103285 2.629146488185 0.512950777745 -38.367472412829 3.415755708423 1.362052546714 0.554797291357 66406.831849433496 19521.080476455056 315.538453563859 11.615376297566 0.658617835654
UL    3     4774.1 -0.077314724662 0.003753217378 0.000008460722 0.000000323876 -18.168955845466 4.728853668958 2.340779106460 0.560653639765 -43.944737974042 3.739472783231 2.371886067796 0.606745347486 91535.023403343686 21371.434696342538 198.558989910039 12.705472479797 0.719833172073
UL    3     4791.0 0.033260382471 0.003978016053 -0.000001481800 0.000000343267 58.474311829575 5.019841824612 -6.826995248385 0.595153785982 5.176119780107 3.963161804593 1.813374150252 0.643707933063 -191236.821481238178 22649.516177362915 -267.878098570052 13.476827524371 0.764166104869
UL    3     4808.3 -0.062778065147 0.002779458995 0.000006697230 0.000000239842 -49.380155242062 3.507375531007 6.032182545116 0.415835375498 -29.397240134349 2.769079012059 -5.460205668145 0.449759719519 3276.671833758558 15825.323270651577 240.015090680254 9.416310293336 0.533924362230
UL    3     4819.1 0.004735374699 0.005424627768 0.000001594785 0.000000468097 -59.906612310684 6.845330454381 7.385574000596 0.811584215865 34.575753170317 5.404372056904 -9.224131257023 0.877795009349 -411725.203931102005 30886.046135488352 40.333554557152 18.377691543763 1.042057991730
UL    3     4825.5 -0.003579210684 0.003915648291 0.000000497721 0.000000337885 71.445065421062 4.941133179507 -7.672222586453 0.585822059781 51.761789230525 3.901015752007 5.085789885635 0.633614220875 -445086.597680962703 22294.349500891873 -163.166548244308 13.265497191196 0.752183385763
UL    3     4830.7 0.114488775613 0.002496470040 -0.000007872511 0.000000215423 7.107206600837 3.150293122493 -0.941066168988 0.373499562179 -1.748040669073 2.487136279624 -4.546061976664 0.403969517271 -212088.945602645574 14214.012358657936 -410.953164993873 8.457589178461 0.479566414004
UL    3     4834.0 -0.004348473528 0.003708671903 0.000002195085 0.000000320025 -34.816896854517 4.679966695162 4.311764355277 0.554858096632 -12.064292729409 3.694825131936 0.412642429156 0.600124277027 -101931.472317765190 21115.967029149248 21.636517792107 12.564335934933 0.712426625113
UL    3     4840.9 -0.053726576599 0.003661081007 0.000006026027 0.000000315918 -15.861751582940 4.619903733999 2.121370469264 0.547737019741 -21.329607414158 3.647409779024 1.095607039892 0.592422972700 -19972.214895107663 20844.988969370741 137.225946016289 12.403091617615 0.703283624802
UL    3     4849.6 0.010075518661 0.004899399143 -0.000000623568 0.000000422774 26.187177493725 6.182535223522 -2.073579164759 0.733003015232 65.045246576686 4.881107056203 -0.449862648629 0.792803526790 -528965.393855093862 27895.581124665016 -113.921390787182 16.598298031290 0.941161633875
UL    3     4852.8 0.398089204426 0.003861605620 -0.000031092052 0.000000333222 -11.807590839220 4.872981228843 1.177548540826 0.577741845348 100.124694902186 3.847182275134 -12.673545640056 0.624870763610 -710868.441616437747 21986.690480370951 -1232.363745734201 13.082427107011 0.741803394153
UL    3     5677.0 -0.080487359476 0.003656048814 0.000008033974 0.000000315484 -134.960086309415 4.613556177463 16.488823588095 0.546984452825 -62.379392308215 3.642396758544 -20.632957803920 0.591608743154 112722.996494651496 20816.338041636987 471.125228707119 12.386046831202 0.702316957118
UL    3     5693.0 -0.013096766933 0.002963810178 0.000002359540 0.000000255750 -46.080929924753 3.740024979932 5.620708314568 0.443418358201 22.395269068233 2.952742700294 -3.815038993115 0.479593216377 -273151.429351106053 16874.957447339471 91.349703749482 10.040867114898 0.569340071092
UL    3     5695.2 -0.045840356673 0.002676459300 0.000004794546 0.000000230954 -33.309926550471 3.377415458006 4.036937233758 0.400427284713 -6.052877772590 2.666463744123 0.805274014069 0.433095044272 -94816.705358342719 15238.868988876788 173.576473051200 9.067376550369 0.514140360767
UL    3     5707.5 -0.019882188866 0.002963415997 0.000003146297 0.000000255716 -31.380367573175 3.739527696477 3.807978706431 0.443359399211 -12.767887696816 2.952352460824 0.674647972673 0.479529860914 -149263.872863443074 16872.726954544221 73.929064474034 10.039532117930 0.569264609826
UL    3     5708.6 0.221666401399 0.003700862685 -0.000016407745 0.000000319351 -42.529983766362 4.670112571615 5.092316320484 0.553689793256 104.337144078056 3.687045470632 -15.183862159472 0.598860543072 -804356.079990366008 21071.506092786127 -644.666796723394 12.537878045836 0.710926353338
UL    3     5716.6 -0.026424028193 0.002229656309 0.000003680519 0.000000192399 -39.188380674635 2.813599922333 4.668285358860 0.333581154017 -24.416598319031 2.221332040676 -0.372845531539 0.360795734589 -17816.683296529354 12694.936459320941 112.485145073894 7.553685234953 0.428311667793
UL    3     5719.4 -0.038609783206 0.002560588214 0.000004549297 0.000000220956 -29.689852338085 3.231198441872 3.614165741527 0.383091746451 -12.857729445751 2.551025648533 -0.258477503596 0.414345218028 -90078.993133494834 14579.139541753299 131.306384589469 8.674825235936 0.491881971448
UL    3     5753.6 -0.033286755138 0.002004204931 0.000003854129 0.000000172945 -33.611628717643 2.529101942654 3.926672889497 0.299850998494 -6.836268872718 1.996721851073 1.053554102877 0.324313629724 -100351.193559495005 11411.288143640280 135.704389778459 6.789894397586 0.385003069110
UL    3     5792.6 0.057405728218 0.002601820665 -0.000002570030 0.000000224568 -20.901026020084 3.274568783972 2.070745846872 0.388152773601 -3.895904481692 2.609775521546 2.099225757028 0.419569051203 -187557.122705914313 14916.391253366373 -194.045095596692 8.816186603750 0.494692987682
UL    3     6571.0 -0.002609700327 0.002338226257 0.000000715288 0.000000201768 -15.768730357525 2.950600355109 1.492820036547 0.349823968046 7.589793479318 2.329494183371 0.262099987617 0.378363409880 -186393.911664003361 13313.085055742706 32.072819605571 7.921500580797 0.449166989505
UL    3     6576.8 0.026475962385 0.003406104517 -0.000000670419 0.000000293916 -15.996796772452 4.298156614226 1.874306754274 0.509590594997 15.719729651122 3.393381124891 -0.254260604186 0.551162816941 -227637.821665635274 19393.212825799812 -96.357506716986 11.539275711690 0.654304069781
UL    3     6706.9 -0.022817628005 0.002532913847 0.000002992828 0.000000218568 -32.386946506426 3.196277796644 3.831881865310 0.378951550229 15.274888760103 2.523456096890 -1.886360401883 0.409867196406 -229025.097097597958 14421.579968206401 100.825622661755 8.581066877709 0.486566428138
UL    3     6728.5 -0.023949865083 0.002292655906 0.000003039100 0.000000197836 -24.819844252361 2.893097992142 2.857432950798 0.343006481852 7.670998070375 2.284098850378 0.132503529152 0.370989912893 -178557.090833324764 13053.649447945698 91.153717440934 7.767113186750 0.440413397901
UL    3     7716.4 -0.054900684252 0.006247582635 0.000007558202 0.000000540034 -60.823290647814 7.684850983774 7.628267202659 0.910434335484 -7.939516518347 6.252971999099 -13.883049624535 0.975173152711 -196418.437911597837 35726.244808505093 185.806419939725 20.989293791090 1.139580837067
UL    3     7725.3 0.022337208763 0.004834016313 0.000000042968 0.000000417132 -65.124690711747 6.100038773085 8.032875425557 0.723222213571 31.779211309398 4.815977807797 -10.528754253207 0.782225263271 -361572.354320505750 27523.365509571486 0.963892235189 16.376839702011 0.928604354123
UL    3     7744.8 -0.174916669790 0.004479378452 0.000015398931 0.000000386530 -162.883603462795 5.652516485236 19.326026185927 0.670163865534 -72.815665254853 4.462647906518 -12.655335226670 0.724836925760 166719.690311579383 25504.083001383471 839.717914302517 15.175338689941 0.860476674586
UL    3     7782.7 0.043555699446 0.004670462751 -0.000001493184 0.000000403391 23.522562949996 5.817095661921 -4.135642416262 0.689282110595 29.620516013729 4.702184432190 -3.138350236269 0.745583215001 -391449.899863312836 26870.264767079458 -224.301908100648 15.707708377438 0.868134634490
UL    3     7810.0 -0.051535159986 0.002721536011 0.000005491512 0.000000234844 -32.841656436907 3.434302248480 3.839575435830 0.407171783377 1.397256585101 2.711377448930 -2.883345071030 0.440389583645 -182324.945542035333 15495.548825000364 185.310050715790 9.220078480757 0.522800673766
UL    3     7834.3 0.068395395927 0.004430699792 -0.000003381037 0.000000382950 1.984198825025 5.522615608584 -1.748362226583 0.654006008289 32.929022708679 4.537859920750 -4.894709053459 0.704299202220 -438566.373916782206 25920.469162415724 -256.256184060412 14.923840907018 0.807567216697
#V     1     4876.8 0.290815861157 0.005581388219 -0.000021993711 0.000000481624 -17.314205801343 7.043142219029 1.939232147090 0.835036821638 33.812073549689 5.560550427951 -9.681861606795 0.903160955169 -342457.916461552668 31778.609096719098 -907.026366774036 18.908779285802 1.072170124221
#V     1     4882.8 0.158445488088 0.006650812397 -0.000009190554 0.000000576567 -32.317365396343 7.917214205548 3.859706381868 0.937013990125 -21.962150400548 6.665053018396 -7.635835042631 0.997951442405 -133316.343756921677 38032.038381053972 -541.510442064708 22.083334369376 1.131504482694
#V     1     5672.4 0.274730052345 0.003491903207 -0.000021700074 0.000000301320 -16.775037306541 4.406445976247 1.969606527172 0.522429430794 105.117741781305 3.478864579433 -12.994451748898 0.565048043963 -706231.642872139346 19881.749431787102 -827.552759334392 11.829996695427 0.670785991914
#V     1     5705.1 0.222877449383 0.002596155132 -0.000016876757 0.000000224025 -28.859038882881 3.276084299923 3.446953937044 0.388413440392 88.167540128269 2.586461622048 -15.379359163660 0.420101006070 -644231.965564244078 14781.656953886617 -664.018871786021 8.795320024736 0.498714908583
#V     1     5729.2 0.207240194159 0.004437368669 -0.000016612588 0.000000382905 -6.526841846014 5.599503995041 0.771253904252 0.663878802061 85.461673344056 4.420788708007 -8.385515749110 0.718038353967 -551344.845325898961 25264.856201192761 -629.392735424477 15.032921162295 0.852404634950
Y     2     4856.2 0.015915758243 0.003779700149 -0.000001240774 0.000000326154 72.048651721808 4.769597036086 -7.934648208130 0.565484693837 42.940492764541 3.765587840516 6.192641083869 0.611618062717 -377423.812823195767 21520.376693912753 -214.203909390465 12.804965245120 0.726070869479
Y     2     4885.0 -0.028570364670 0.005805248145 0.000002344518 0.000000500941 132.308412374356 7.325636709247 -14.840443345280 0.868529455139 6.191791037673 5.783572825155 5.868423685005 0.939385524656 -156468.639554610883 33053.184493650529 -208.793367702819 19.667180893537 1.115174278702
Zn    1     4723.4 -0.177259844512 0.003336708636 0.000015903252 0.000000287928 -76.152249716338 4.210584514703 9.799378596457 0.499208031841 -32.615009281764 3.324249732407 -5.948136201676 0.539934393656 68236.765908056928 18998.124992756388 638.897972698767 11.304189317254 0.640972857438
Zn    1     4811.8 -0.177352501542 0.003187635027 0.000015691781 0.000000275064 -49.792314721635 4.022471810901 6.463469182376 0.476905324401 -48.611534705589 3.175730913798 -4.906658512298 0.515811939681 169743.519506647659 18149.338707227576 594.111299958005 10.799150035989 0.612336084706
